id,base_species_id,dex_num,slug_aliases,form_slug,form_name,region,showdown_slug,veekun_slug,veekun_form_id,is_legendary,is_mythical,is_cosmetic,has_gender_diffs,is_female,is_mega,is_primal,is_regional,is_totem,is_fusion,is_ability_form,is_gmax,can_dynamax,is_battle_only,is_reversible,is_home_storable,is_home_registrable,gen,name,slug,sorting_order
188,,188,[],,,johto,skiploom,skiploom,188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Skiploom,skiploom,0
189,,189,[],,,johto,jumpluff,jumpluff,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Jumpluff,jumpluff,0
190,,190,[],,,johto,aipom,aipom,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Aipom,aipom,0
191,,191,[],,,johto,sunkern,sunkern,191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Sunkern,sunkern,0
192,,192,[],,,johto,sunflora,sunflora,192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Sunflora,sunflora,0
193,,193,[],,,johto,yanma,yanma,193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Yanma,yanma,0
194,,194,[],,,johto,wooper,wooper,194,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Wooper,wooper,0
195,,195,[],,,johto,quagsire,quagsire,195,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Quagsire,quagsire,0
196,,196,[],,,johto,espeon,espeon,196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Espeon,espeon,0
197,,197,[],,,johto,umbreon,umbreon,197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Umbreon,umbreon,0
198,,198,[],,,johto,murkrow,murkrow,198,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Murkrow,murkrow,0
199,,199,[],,,johto,slowking,slowking,199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Slowking,slowking,0
200,,200,[],,,johto,misdreavus,misdreavus,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Misdreavus,misdreavus,0
201,,201,"[""unown-a""]",a,A,johto,unown,unown-a,201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Unown,unown,0
202,,202,[],,,johto,wobbuffet,wobbuffet,202,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Wobbuffet,wobbuffet,0
203,,203,[],,,johto,girafarig,girafarig,203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Girafarig,girafarig,0
204,,204,[],,,johto,pineco,pineco,204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Pineco,pineco,0
205,,205,[],,,johto,forretress,forretress,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Forretress,forretress,0
206,,206,[],,,johto,dunsparce,dunsparce,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Dunsparce,dunsparce,0
207,,207,[],,,johto,gligar,gligar,207,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Gligar,gligar,0
208,,208,[],,,johto,steelix,steelix,208,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Steelix,steelix,0
209,,209,[],,,johto,snubbull,snubbull,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Snubbull,snubbull,0
210,,210,[],,,johto,granbull,granbull,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Granbull,granbull,0
211,,211,[],,,johto,qwilfish,qwilfish,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Qwilfish,qwilfish,0
212,,212,[],,,johto,scizor,scizor,212,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Scizor,scizor,0
213,,213,[],,,johto,shuckle,shuckle,213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Shuckle,shuckle,0
214,,214,[],,,johto,heracross,heracross,214,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Heracross,heracross,0
215,,215,[],,,johto,sneasel,sneasel,215,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Sneasel,sneasel,0
216,,216,[],,,johto,teddiursa,teddiursa,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Teddiursa,teddiursa,0
217,,217,[],,,johto,ursaring,ursaring,217,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Ursaring,ursaring,0
218,,218,[],,,johto,slugma,slugma,218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Slugma,slugma,0
219,,219,[],,,johto,magcargo,magcargo,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Magcargo,magcargo,0
220,,220,[],,,johto,swinub,swinub,220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Swinub,swinub,0
221,,221,[],,,johto,piloswine,piloswine,221,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Piloswine,piloswine,0
222,,222,[],,,johto,corsola,corsola,222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Corsola,corsola,0
223,,223,[],,,johto,remoraid,remoraid,223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Remoraid,remoraid,0
224,,224,[],,,johto,octillery,octillery,224,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Octillery,octillery,0
225,,225,[],,,johto,delibird,delibird,225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Delibird,delibird,0
226,,226,[],,,johto,mantine,mantine,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Mantine,mantine,0
227,,227,[],,,johto,skarmory,skarmory,227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Skarmory,skarmory,0
228,,228,[],,,johto,houndour,houndour,228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Houndour,houndour,0
229,,229,[],,,johto,houndoom,houndoom,229,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Houndoom,houndoom,0
230,,230,[],,,johto,kingdra,kingdra,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Kingdra,kingdra,0
231,,231,[],,,johto,phanpy,phanpy,231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Phanpy,phanpy,0
232,,232,[],,,johto,donphan,donphan,232,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Donphan,donphan,0
233,,233,[],,,johto,porygon2,porygon2,233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Porygon2,porygon2,0
234,,234,[],,,johto,stantler,stantler,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Stantler,stantler,0
235,,235,[],,,johto,smeargle,smeargle,235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Smeargle,smeargle,0
236,,236,[],,,johto,tyrogue,tyrogue,236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Tyrogue,tyrogue,0
237,,237,[],,,johto,hitmontop,hitmontop,237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Hitmontop,hitmontop,0
238,,238,[],,,johto,smoochum,smoochum,238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Smoochum,smoochum,0
239,,239,[],,,johto,elekid,elekid,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Elekid,elekid,0
240,,240,[],,,johto,magby,magby,240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Magby,magby,0
241,,241,[],,,johto,miltank,miltank,241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Miltank,miltank,0
242,,242,[],,,johto,blissey,blissey,242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Blissey,blissey,0
243,,243,[],,,johto,raikou,raikou,243,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Raikou,raikou,0
244,,244,[],,,johto,entei,entei,244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Entei,entei,0
245,,245,[],,,johto,suicune,suicune,245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Suicune,suicune,0
246,,246,[],,,johto,larvitar,larvitar,246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Larvitar,larvitar,0
247,,247,[],,,johto,pupitar,pupitar,247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Pupitar,pupitar,0
248,,248,[],,,johto,tyranitar,tyranitar,248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Tyranitar,tyranitar,0
249,,249,[],,,johto,lugia,lugia,249,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Lugia,lugia,0
250,,250,"[""ho-oh""]",,Oh,johto,hooh,ho-oh,250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Ho-Oh,hooh,0
251,,251,[],,,johto,celebi,celebi,251,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Celebi,celebi,0
252,,252,[],,,hoenn,treecko,treecko,252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Treecko,treecko,0
253,,253,[],,,hoenn,grovyle,grovyle,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Grovyle,grovyle,0
254,,254,[],,,hoenn,sceptile,sceptile,254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Sceptile,sceptile,0
255,,255,[],,,hoenn,torchic,torchic,255,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Torchic,torchic,0
256,,256,[],,,hoenn,combusken,combusken,256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Combusken,combusken,0
257,,257,[],,,hoenn,blaziken,blaziken,257,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Blaziken,blaziken,0
258,,258,[],,,hoenn,mudkip,mudkip,258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Mudkip,mudkip,0
259,,259,[],,,hoenn,marshtomp,marshtomp,259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Marshtomp,marshtomp,0
260,,260,[],,,hoenn,swampert,swampert,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Swampert,swampert,0
261,,261,[],,,hoenn,poochyena,poochyena,261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Poochyena,poochyena,0
262,,262,[],,,hoenn,mightyena,mightyena,262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Mightyena,mightyena,0
263,,263,[],,,hoenn,zigzagoon,zigzagoon,263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Zigzagoon,zigzagoon,0
264,,264,[],,,hoenn,linoone,linoone,264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Linoone,linoone,0
265,,265,[],,,hoenn,wurmple,wurmple,265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Wurmple,wurmple,0
266,,266,[],,,hoenn,silcoon,silcoon,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Silcoon,silcoon,0
267,,267,[],,,hoenn,beautifly,beautifly,267,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Beautifly,beautifly,0
268,,268,[],,,hoenn,cascoon,cascoon,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Cascoon,cascoon,0
269,,269,[],,,hoenn,dustox,dustox,269,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Dustox,dustox,0
270,,270,[],,,hoenn,lotad,lotad,270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Lotad,lotad,0
271,,271,[],,,hoenn,lombre,lombre,271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Lombre,lombre,0
272,,272,[],,,hoenn,ludicolo,ludicolo,272,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Ludicolo,ludicolo,0
273,,273,[],,,hoenn,seedot,seedot,273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Seedot,seedot,0
274,,274,[],,,hoenn,nuzleaf,nuzleaf,274,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Nuzleaf,nuzleaf,0
275,,275,[],,,hoenn,shiftry,shiftry,275,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Shiftry,shiftry,0
276,,276,[],,,hoenn,taillow,taillow,276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Taillow,taillow,0
277,,277,[],,,hoenn,swellow,swellow,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Swellow,swellow,0
278,,278,[],,,hoenn,wingull,wingull,278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Wingull,wingull,0
279,,279,[],,,hoenn,pelipper,pelipper,279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Pelipper,pelipper,0
280,,280,[],,,hoenn,ralts,ralts,280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Ralts,ralts,0
281,,281,[],,,hoenn,kirlia,kirlia,281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Kirlia,kirlia,0
282,,282,[],,,hoenn,gardevoir,gardevoir,282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Gardevoir,gardevoir,0
283,,283,[],,,hoenn,surskit,surskit,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Surskit,surskit,0
284,,284,[],,,hoenn,masquerain,masquerain,284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Masquerain,masquerain,0
285,,285,[],,,hoenn,shroomish,shroomish,285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Shroomish,shroomish,0
286,,286,[],,,hoenn,breloom,breloom,286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Breloom,breloom,0
287,,287,[],,,hoenn,slakoth,slakoth,287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Slakoth,slakoth,0
288,,288,[],,,hoenn,vigoroth,vigoroth,288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Vigoroth,vigoroth,0
289,,289,[],,,hoenn,slaking,slaking,289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Slaking,slaking,0
290,,290,[],,,hoenn,nincada,nincada,290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Nincada,nincada,0
291,,291,[],,,hoenn,ninjask,ninjask,291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Ninjask,ninjask,0
292,,292,[],,,hoenn,shedinja,shedinja,292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Shedinja,shedinja,0
293,,293,[],,,hoenn,whismur,whismur,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Whismur,whismur,0
294,,294,[],,,hoenn,loudred,loudred,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Loudred,loudred,0
295,,295,[],,,hoenn,exploud,exploud,295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Exploud,exploud,0
296,,296,[],,,hoenn,makuhita,makuhita,296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Makuhita,makuhita,0
297,,297,[],,,hoenn,hariyama,hariyama,297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Hariyama,hariyama,0
298,,298,[],,,hoenn,azurill,azurill,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Azurill,azurill,0
299,,299,[],,,hoenn,nosepass,nosepass,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Nosepass,nosepass,0
300,,300,[],,,hoenn,skitty,skitty,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Skitty,skitty,0
301,,301,[],,,hoenn,delcatty,delcatty,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Delcatty,delcatty,0
302,,302,[],,,hoenn,sableye,sableye,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Sableye,sableye,0
303,,303,[],,,hoenn,mawile,mawile,303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Mawile,mawile,0
304,,304,[],,,hoenn,aron,aron,304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Aron,aron,0
305,,305,[],,,hoenn,lairon,lairon,305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Lairon,lairon,0
306,,306,[],,,hoenn,aggron,aggron,306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Aggron,aggron,0
307,,307,[],,,hoenn,meditite,meditite,307,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Meditite,meditite,0
308,,308,[],,,hoenn,medicham,medicham,308,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Medicham,medicham,0
309,,309,[],,,hoenn,electrike,electrike,309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Electrike,electrike,0
310,,310,[],,,hoenn,manectric,manectric,310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Manectric,manectric,0
311,,311,[],,,hoenn,plusle,plusle,311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Plusle,plusle,0
312,,312,[],,,hoenn,minun,minun,312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Minun,minun,0
313,,313,[],,,hoenn,volbeat,volbeat,313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Volbeat,volbeat,0
314,,314,[],,,hoenn,illumise,illumise,314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Illumise,illumise,0
315,,315,[],,,hoenn,roselia,roselia,315,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Roselia,roselia,0
316,,316,[],,,hoenn,gulpin,gulpin,316,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Gulpin,gulpin,0
317,,317,[],,,hoenn,swalot,swalot,317,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Swalot,swalot,0
318,,318,[],,,hoenn,carvanha,carvanha,318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Carvanha,carvanha,0
319,,319,[],,,hoenn,sharpedo,sharpedo,319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Sharpedo,sharpedo,0
320,,320,[],,,hoenn,wailmer,wailmer,320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Wailmer,wailmer,0
321,,321,[],,,hoenn,wailord,wailord,321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Wailord,wailord,0
322,,322,[],,,hoenn,numel,numel,322,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Numel,numel,0
323,,323,[],,,hoenn,camerupt,camerupt,323,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Camerupt,camerupt,0
324,,324,[],,,hoenn,torkoal,torkoal,324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Torkoal,torkoal,0
325,,325,[],,,hoenn,spoink,spoink,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Spoink,spoink,0
326,,326,[],,,hoenn,grumpig,grumpig,326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Grumpig,grumpig,0
327,,327,[],,,hoenn,spinda,spinda,327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Spinda,spinda,0
328,,328,[],,,hoenn,trapinch,trapinch,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Trapinch,trapinch,0
329,,329,[],,,hoenn,vibrava,vibrava,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Vibrava,vibrava,0
330,,330,[],,,hoenn,flygon,flygon,330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Flygon,flygon,0
331,,331,[],,,hoenn,cacnea,cacnea,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Cacnea,cacnea,0
332,,332,[],,,hoenn,cacturne,cacturne,332,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Cacturne,cacturne,0
333,,333,[],,,hoenn,swablu,swablu,333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Swablu,swablu,0
334,,334,[],,,hoenn,altaria,altaria,334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Altaria,altaria,0
335,,335,[],,,hoenn,zangoose,zangoose,335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Zangoose,zangoose,0
336,,336,[],,,hoenn,seviper,seviper,336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Seviper,seviper,0
337,,337,[],,,hoenn,lunatone,lunatone,337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Lunatone,lunatone,0
338,,338,[],,,hoenn,solrock,solrock,338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Solrock,solrock,0
339,,339,[],,,hoenn,barboach,barboach,339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Barboach,barboach,0
340,,340,[],,,hoenn,whiscash,whiscash,340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Whiscash,whiscash,0
341,,341,[],,,hoenn,corphish,corphish,341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Corphish,corphish,0
342,,342,[],,,hoenn,crawdaunt,crawdaunt,342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Crawdaunt,crawdaunt,0
343,,343,[],,,hoenn,baltoy,baltoy,343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Baltoy,baltoy,0
344,,344,[],,,hoenn,claydol,claydol,344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Claydol,claydol,0
345,,345,[],,,hoenn,lileep,lileep,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Lileep,lileep,0
346,,346,[],,,hoenn,cradily,cradily,346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Cradily,cradily,0
347,,347,[],,,hoenn,anorith,anorith,347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Anorith,anorith,0
348,,348,[],,,hoenn,armaldo,armaldo,348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Armaldo,armaldo,0
349,,349,[],,,hoenn,feebas,feebas,349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Feebas,feebas,0
350,,350,[],,,hoenn,milotic,milotic,350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Milotic,milotic,0
351,,351,"[""castform-normal""]",,Normal,hoenn,castform,castform,351,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Castform,castform,0
352,,352,[],,,hoenn,kecleon,kecleon,352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Kecleon,kecleon,0
353,,353,[],,,hoenn,shuppet,shuppet,353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Shuppet,shuppet,0
354,,354,[],,,hoenn,banette,banette,354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Banette,banette,0
355,,355,[],,,hoenn,duskull,duskull,355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Duskull,duskull,0
356,,356,[],,,hoenn,dusclops,dusclops,356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Dusclops,dusclops,0
357,,357,[],,,hoenn,tropius,tropius,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Tropius,tropius,0
358,,358,[],,,hoenn,chimecho,chimecho,358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Chimecho,chimecho,0
359,,359,[],,,hoenn,absol,absol,359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Absol,absol,0
360,,360,[],,,hoenn,wynaut,wynaut,360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Wynaut,wynaut,0
361,,361,[],,,hoenn,snorunt,snorunt,361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Snorunt,snorunt,0
362,,362,[],,,hoenn,glalie,glalie,362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Glalie,glalie,0
363,,363,[],,,hoenn,spheal,spheal,363,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Spheal,spheal,0
364,,364,[],,,hoenn,sealeo,sealeo,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Sealeo,sealeo,0
365,,365,[],,,hoenn,walrein,walrein,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Walrein,walrein,0
366,,366,[],,,hoenn,clamperl,clamperl,366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Clamperl,clamperl,0
367,,367,[],,,hoenn,huntail,huntail,367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Huntail,huntail,0
368,,368,[],,,hoenn,gorebyss,gorebyss,368,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Gorebyss,gorebyss,0
369,,369,[],,,hoenn,relicanth,relicanth,369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Relicanth,relicanth,0
370,,370,[],,,hoenn,luvdisc,luvdisc,370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Luvdisc,luvdisc,0
371,,371,[],,,hoenn,bagon,bagon,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Bagon,bagon,0
372,,372,[],,,hoenn,shelgon,shelgon,372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Shelgon,shelgon,0
373,,373,[],,,hoenn,salamence,salamence,373,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Salamence,salamence,0
374,,374,[],,,hoenn,beldum,beldum,374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Beldum,beldum,0
375,,375,[],,,hoenn,metang,metang,375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Metang,metang,0
376,,376,[],,,hoenn,metagross,metagross,376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Metagross,metagross,0
377,,377,[],,,hoenn,regirock,regirock,377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Regirock,regirock,0
