id,pokemon_id,ability1_id,ability2_id,ability_hidden_id,type1,type2,egg_group1,egg_group2,height,weight,color,actual_color,shape,male_ratio,female_ratio,growth_rate,catch_rate,hatch_cycles,base_friendship,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,yield_base_exp,yield_hp,yield_attack,yield_defense,yield_sp_attack,yield_sp_defense,yield_speed,gen
172,172,9,,31,electric,,undiscovered,,30,200,yellow,yellow,quadruped,0,0,medium-fast,190,10,50,20,40,15,35,35,60,41,0,0,0,0,0,1,8
173,173,56,98,132,fairy,,undiscovered,,30,300,pink,pink,bipedal-tailed,0,0,fast,150,10,140,50,25,28,45,55,15,44,0,0,0,0,1,0,8
174,174,56,172,132,normal,fairy,undiscovered,,30,100,pink,pink,bipedal-tailless,0,0,fast,170,10,50,90,30,15,40,20,15,42,1,0,0,0,0,0,8
175,175,55,32,105,fairy,,undiscovered,,30,150,white,white,bipedal-tailless,0,0,fast,190,10,50,35,20,65,40,65,20,49,0,0,0,0,1,0,8
176,176,55,32,105,fairy,flying,flying,fairy,60,320,white,white,bipedal-tailless,0,0,fast,75,10,50,55,40,85,80,105,40,142,0,0,0,0,2,0,8
177,177,28,48,156,psychic,flying,flying,,20,200,green,green,wings-single,0,0,medium-fast,190,20,50,40,50,45,70,45,70,64,0,0,0,1,0,0,8
178,178,28,48,156,psychic,flying,flying,,150,1500,green,green,wings-single,0,0,medium-fast,75,20,50,65,75,70,95,70,95,165,0,0,0,1,0,1,8
179,179,9,,57,electric,,monster,field,60,780,white,white,quadruped,0,0,medium-slow,235,20,70,55,40,40,65,45,35,56,0,0,0,1,0,0,8
180,180,9,,57,electric,,monster,field,80,1330,pink,pink,bipedal-tailed,0,0,medium-slow,120,20,70,70,55,55,80,60,45,128,0,0,0,2,0,0,8
181,181,9,,57,electric,,monster,field,140,6150,yellow,yellow,bipedal-tailed,0,0,medium-slow,45,20,70,90,75,85,115,90,55,230,0,0,0,3,0,0,8
182,182,34,,131,grass,,grass,,40,580,green,green,bipedal-tailless,0,0,medium-slow,45,20,50,75,80,95,90,100,50,245,0,0,0,0,3,0,8
183,183,47,37,157,water,fairy,water-1,fairy,40,850,blue,blue,bipedal-tailed,0,0,fast,190,10,50,70,20,50,20,50,40,88,2,0,0,0,0,0,8
184,184,47,37,157,water,fairy,water-1,fairy,80,2850,blue,blue,bipedal-tailed,0,0,fast,75,10,50,100,50,80,60,80,50,210,3,0,0,0,0,0,8
185,185,5,69,155,rock,,mineral,,120,3800,brown,brown,bipedal-tailless,0,0,medium-fast,65,20,50,70,100,115,30,65,30,144,0,0,2,0,0,0,8
186,186,11,6,2,water,,water-1,,110,3390,green,green,bipedal-tailless,0,0,medium-slow,45,20,50,90,75,75,90,100,70,250,0,0,0,0,3,0,8
187,187,34,102,151,grass,flying,fairy,grass,40,50,pink,pink,bipedal-tailed,0,0,medium-slow,255,20,70,35,35,40,35,55,50,50,0,0,0,0,1,0,8
188,188,34,102,151,grass,flying,fairy,grass,60,100,green,green,bipedal-tailed,0,0,medium-slow,120,20,70,55,45,50,45,65,80,119,0,0,0,0,0,2,8
189,189,34,102,151,grass,flying,fairy,grass,80,300,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,70,75,55,70,55,95,110,207,0,0,0,0,0,3,8
190,190,50,53,92,normal,,field,,80,1150,purple,purple,bipedal-tailed,0,0,fast,45,20,70,55,70,55,40,55,85,72,0,0,0,0,0,1,8
191,191,34,94,48,grass,,grass,,30,180,yellow,yellow,head,0,0,medium-slow,235,20,70,30,30,30,30,30,30,36,0,0,0,1,0,0,8
192,192,34,94,48,grass,,grass,,80,850,yellow,yellow,bipedal-tailless,0,0,medium-slow,120,20,70,75,75,55,105,85,30,149,0,0,0,2,0,0,8
193,193,3,14,119,bug,flying,bug,,120,3800,red,red,wings-multiple,0,0,medium-fast,75,20,70,65,65,45,75,45,95,78,0,0,0,0,0,1,8
194,194,6,11,109,water,ground,water-1,field,40,850,blue,blue,head-legs,0,0,medium-fast,255,20,50,55,45,45,25,25,15,42,1,0,0,0,0,0,8
195,195,6,11,109,water,ground,water-1,field,140,7500,blue,blue,bipedal-tailed,0,0,medium-fast,90,20,50,95,85,85,65,65,35,151,2,0,0,0,0,0,8
196,196,28,,156,psychic,,field,,90,2650,purple,purple,quadruped,0,0,medium-fast,45,35,50,65,65,60,130,95,110,184,0,0,0,2,0,0,8
197,197,28,,39,dark,,field,,100,2700,black,black,quadruped,0,0,medium-fast,45,35,35,95,65,110,60,130,65,184,0,0,0,0,2,0,8
198,198,15,105,158,dark,flying,flying,,50,210,black,black,wings-single,0,0,medium-slow,30,20,35,60,85,42,85,42,91,81,0,0,0,0,0,1,8
199,199,12,20,144,water,psychic,monster,water-1,200,7950,pink,pink,bipedal-tailed,0,0,medium-fast,70,20,50,95,75,80,100,110,30,172,0,0,0,0,2,0,8
200,200,26,,,ghost,,amorphous,,70,100,gray,gray,head,0,0,fast,45,25,35,60,60,60,85,85,85,87,0,0,0,0,1,0,8
201,201,26,,,psychic,,undiscovered,,50,500,black,black,head,0,0,medium-fast,225,40,70,48,72,48,72,48,48,118,0,1,0,1,0,0,8
202,202,23,,140,psychic,,amorphous,,130,2850,blue,blue,head-base,0,0,medium-fast,45,20,50,190,33,58,33,58,33,142,2,0,0,0,0,0,8
203,203,39,48,157,normal,psychic,field,,150,4150,yellow,yellow,quadruped,0,0,medium-fast,60,20,70,70,80,65,90,65,85,159,0,0,0,2,0,0,8
204,204,5,,142,bug,,bug,,60,720,gray,gray,head,0,0,medium-fast,190,20,70,50,65,90,35,35,15,58,0,0,1,0,0,0,8
205,205,5,,142,bug,steel,bug,,120,12580,purple,purple,head,0,0,medium-fast,75,20,70,75,90,140,60,60,40,163,0,0,2,0,0,0,8
206,206,32,50,155,normal,,field,,150,1400,yellow,yellow,serpentine,0,0,medium-fast,190,20,50,100,70,70,65,65,45,145,1,0,0,0,0,0,8
207,207,52,8,17,ground,flying,bug,,110,6480,purple,purple,wings-single,0,0,medium-slow,60,20,70,65,75,105,35,65,85,86,0,0,1,0,0,0,8
208,208,69,5,125,steel,ground,mineral,,919,40000,gray,gray,serpentine,0,0,medium-fast,25,25,50,75,85,200,55,65,30,179,0,0,2,0,0,0,8
209,209,22,50,155,fairy,,field,fairy,60,780,pink,pink,bipedal-tailless,0,0,fast,190,20,70,60,80,50,40,40,30,60,0,1,0,0,0,0,8
210,210,22,95,155,fairy,,field,fairy,140,4870,purple,purple,bipedal-tailed,0,0,fast,75,20,70,90,120,75,60,60,45,158,0,2,0,0,0,0,8
211,211,38,33,22,water,poison,water-2,,50,390,gray,gray,fins,0,0,medium-fast,45,20,50,65,95,85,55,55,85,88,0,1,0,0,0,0,8
212,212,68,101,135,bug,steel,bug,,180,11800,red,red,wings-multiple,0,0,medium-fast,25,25,50,70,130,100,55,80,65,175,0,2,0,0,0,0,8
213,213,5,82,126,bug,rock,bug,,60,2050,yellow,yellow,insectoid,0,0,medium-slow,190,20,50,20,10,230,10,230,5,177,0,0,1,0,1,0,8
214,214,68,62,153,bug,fighting,bug,,150,5400,blue,blue,bipedal-tailless,0,0,slow,45,25,50,80,125,75,40,95,85,175,0,2,0,0,0,0,8
215,215,39,51,124,dark,ice,field,,90,2800,black,black,bipedal-tailed,0,0,medium-slow,60,20,35,55,95,55,35,75,115,86,0,0,0,0,0,1,8
216,216,53,95,118,normal,,field,,60,880,brown,brown,bipedal-tailed,0,0,medium-fast,120,20,70,60,80,50,50,50,40,66,0,1,0,0,0,0,8
217,217,62,95,127,normal,,field,,180,12580,brown,brown,bipedal-tailed,0,0,medium-fast,60,20,70,90,130,75,75,75,55,175,0,2,0,0,0,0,8
218,218,40,49,133,fire,,amorphous,,70,3500,red,red,serpentine,0,0,medium-fast,190,20,70,40,40,40,70,40,20,50,0,0,0,1,0,0,8
219,219,40,49,133,fire,rock,amorphous,,80,5500,red,red,serpentine,0,0,medium-fast,75,20,70,60,50,120,90,80,30,151,0,0,2,0,0,0,8
220,220,12,81,47,ice,ground,field,,40,650,brown,brown,quadruped,0,0,slow,225,20,50,50,50,40,30,30,50,50,0,1,0,0,0,0,8
221,221,12,81,47,ice,ground,field,,110,5580,brown,brown,quadruped,0,0,slow,75,20,50,100,100,80,60,60,50,158,1,1,0,0,0,0,8
222,222,55,30,144,water,rock,water-1,water-3,60,500,pink,pink,insectoid,0,0,fast,60,20,50,65,55,95,65,95,35,144,0,0,1,0,1,0,8
223,223,55,97,141,water,,water-1,water-2,60,1200,gray,gray,fins,0,0,medium-fast,190,20,50,35,65,35,65,35,65,60,0,0,0,1,0,0,8
224,224,21,97,141,water,,water-1,water-2,90,2850,red,red,tentacles,0,0,medium-fast,75,20,50,75,105,75,105,75,45,168,0,1,0,1,0,0,8
225,225,72,55,15,ice,flying,water-1,field,90,1600,red,red,wings-single,0,0,fast,45,20,50,45,55,45,65,45,75,116,0,0,0,0,0,1,8
226,226,33,11,41,water,flying,water-1,,210,22000,purple,purple,wings-single,0,0,slow,25,25,50,85,40,70,80,140,70,170,0,0,0,0,2,0,8
227,227,51,5,133,steel,flying,flying,,170,5050,gray,gray,wings-single,0,0,slow,25,25,50,65,80,140,40,70,70,163,0,0,2,0,0,0,8
228,228,48,18,127,dark,fire,field,,60,1080,black,black,quadruped,0,0,slow,120,20,35,45,60,30,80,50,65,66,0,0,0,1,0,0,8
229,229,48,18,127,dark,fire,field,,140,3500,black,black,quadruped,0,0,slow,45,20,35,75,90,50,110,80,95,175,0,0,0,2,0,0,8
230,230,33,97,6,water,dragon,water-1,dragon,180,15200,blue,blue,head-base,0,0,medium-fast,45,20,50,75,95,95,95,95,85,270,0,1,0,1,1,0,8
231,231,53,,8,ground,,field,,50,3350,blue,blue,quadruped,0,0,medium-fast,120,20,70,90,60,60,40,40,40,66,1,0,0,0,0,0,8
232,232,5,,8,ground,,field,,110,12000,gray,gray,quadruped,0,0,medium-fast,60,20,70,90,120,120,60,60,50,175,0,1,1,0,0,0,8
233,233,36,88,148,normal,,mineral,,60,3250,red,red,head-legs,0,0,medium-fast,45,20,50,85,80,90,105,95,60,180,0,0,0,2,0,0,8
234,234,22,119,157,normal,,field,,140,7120,brown,brown,quadruped,0,0,slow,45,20,70,73,95,62,85,65,85,163,0,1,0,0,0,0,8
235,235,20,101,141,normal,,field,,120,5800,white,white,bipedal-tailed,0,0,fast,45,20,70,55,20,35,20,45,75,88,0,0,0,0,0,1,8
236,236,62,80,72,fighting,,undiscovered,,70,2100,purple,purple,bipedal-tailless,100,0,medium-fast,75,25,50,35,35,35,35,35,35,42,0,1,0,0,0,0,8
237,237,22,101,80,fighting,,human-like,,140,4800,brown,brown,bipedal-tailed,100,0,medium-fast,45,25,50,50,95,95,35,110,70,159,0,0,0,0,2,0,8
238,238,12,108,93,ice,psychic,undiscovered,,40,600,pink,pink,bipedal-tailless,0,100,medium-fast,45,25,50,45,30,15,85,65,65,61,0,0,0,1,0,0,8
239,239,9,,72,electric,,undiscovered,,60,2350,yellow,yellow,bipedal-tailless,0,0,medium-fast,45,25,50,45,63,37,65,55,95,72,0,0,0,0,0,1,8
240,240,49,,72,fire,,undiscovered,,70,2140,red,red,bipedal-tailed,0,0,medium-fast,45,25,50,45,75,37,70,55,83,73,0,0,0,0,0,1,8
241,241,47,113,157,normal,,field,,120,7550,pink,pink,bipedal-tailed,0,100,slow,45,20,50,95,80,105,40,70,100,172,0,0,2,0,0,0,8
242,242,30,32,131,normal,,fairy,,150,4680,pink,pink,bipedal-tailless,0,100,fast,30,40,140,255,10,10,75,135,55,635,3,0,0,0,0,0,8
243,243,46,,39,electric,,undiscovered,,190,17800,yellow,yellow,quadruped,0,0,slow,3,80,35,90,85,75,115,100,115,290,0,0,0,1,0,2,8
244,244,46,,39,fire,,undiscovered,,210,19800,brown,brown,quadruped,0,0,slow,3,80,35,115,115,85,90,75,100,290,1,2,0,0,0,0,8
245,245,46,,39,water,,undiscovered,,200,18700,blue,blue,quadruped,0,0,slow,3,80,35,100,75,115,90,115,85,290,0,0,1,0,2,0,8
246,246,62,,8,rock,ground,monster,,60,7200,green,green,bipedal-tailed,0,0,slow,45,40,35,50,64,50,45,50,41,60,0,1,0,0,0,0,8
247,247,61,,,rock,ground,monster,,120,15200,gray,gray,serpentine,0,0,slow,45,40,35,70,84,70,65,70,51,144,0,2,0,0,0,0,8
248,248,45,,127,rock,dark,monster,,200,20200,green,green,bipedal-tailed,0,0,slow,45,40,35,100,134,110,95,100,61,300,0,3,0,0,0,0,8
249,249,46,,136,psychic,flying,undiscovered,,520,21600,white,white,wings-single,0,0,slow,3,120,0,106,90,130,90,154,110,340,0,0,0,0,3,0,8
250,250,46,,144,fire,flying,undiscovered,,380,19900,red,red,wings-single,0,0,slow,3,120,0,106,130,90,110,154,90,340,0,0,0,0,3,0,8
251,251,30,,,psychic,grass,undiscovered,,60,500,green,green,bipedal-tailless,0,0,medium-slow,45,120,100,100,100,100,100,100,100,300,3,0,0,0,0,0,8
252,252,65,,84,grass,,monster,dragon,50,500,green,green,bipedal-tailed,0,0,medium-slow,45,20,50,40,45,35,65,55,70,62,0,0,0,0,0,1,8
253,253,65,,84,grass,,monster,dragon,90,2160,green,green,bipedal-tailed,0,0,medium-slow,45,20,50,50,65,45,85,65,95,142,0,0,0,0,0,2,8
254,254,65,,84,grass,,monster,dragon,170,5220,green,green,bipedal-tailed,0,0,medium-slow,45,20,50,70,85,65,105,85,120,265,0,0,0,0,0,3,8
255,255,66,,3,fire,,field,,40,250,red,red,head-legs,0,0,medium-slow,45,20,50,45,60,40,70,50,45,62,0,0,0,1,0,0,8
256,256,66,,3,fire,fighting,field,,90,1950,red,red,bipedal-tailed,0,0,medium-slow,45,20,50,60,85,60,85,60,55,142,0,1,0,1,0,0,8
257,257,66,,3,fire,fighting,field,,190,5200,red,red,bipedal-tailed,0,0,medium-slow,45,20,50,80,120,70,110,70,80,265,0,3,0,0,0,0,8
258,258,67,,6,water,,monster,water-1,40,760,blue,blue,quadruped,0,0,medium-slow,45,20,50,50,70,50,50,50,40,62,0,1,0,0,0,0,8
259,259,67,,6,water,ground,monster,water-1,70,2800,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,50,70,85,70,60,70,50,142,0,2,0,0,0,0,8
260,260,67,,6,water,ground,monster,water-1,150,8190,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,50,100,110,90,85,90,60,268,0,3,0,0,0,0,8
261,261,50,95,155,dark,,field,,50,1360,gray,gray,quadruped,0,0,medium-fast,255,15,70,35,55,35,30,30,35,56,0,1,0,0,0,0,8
262,262,22,95,153,dark,,field,,100,3700,gray,gray,quadruped,0,0,medium-fast,127,15,70,70,90,70,60,60,70,147,0,2,0,0,0,0,8
263,263,53,82,95,normal,,field,,40,1750,brown,brown,quadruped,0,0,medium-fast,255,15,50,38,30,41,30,41,60,56,0,0,0,0,0,1,8
264,264,53,82,95,normal,,field,,50,3250,white,white,quadruped,0,0,medium-fast,90,15,50,78,70,61,50,61,100,147,0,0,0,0,0,2,8
265,265,19,,50,bug,,bug,,30,360,red,red,insectoid,0,0,medium-fast,255,15,70,45,45,35,20,30,20,56,1,0,0,0,0,0,8
266,266,61,,,bug,,bug,,60,1000,white,white,head,0,0,medium-fast,120,15,70,50,35,55,25,25,15,72,0,0,2,0,0,0,8
267,267,68,,79,bug,flying,bug,,100,2840,yellow,yellow,wings-multiple,0,0,medium-fast,45,15,70,60,70,50,100,50,65,178,0,0,0,3,0,0,8
268,268,61,,,bug,,bug,,70,1150,purple,purple,head,0,0,medium-fast,120,15,70,50,35,55,25,25,15,72,0,0,2,0,0,0,8
269,269,19,,14,bug,poison,bug,,120,3160,green,green,wings-multiple,0,0,medium-fast,45,15,70,60,50,70,50,90,65,173,0,0,0,0,3,0,8
270,270,33,44,20,water,grass,water-1,grass,50,260,green,green,insectoid,0,0,medium-slow,255,15,50,40,30,30,40,50,30,44,0,0,0,0,1,0,8
271,271,33,44,20,water,grass,water-1,grass,120,3250,green,green,bipedal-tailless,0,0,medium-slow,120,15,50,60,50,50,60,70,50,119,0,0,0,0,2,0,8
272,272,33,44,20,water,grass,water-1,grass,150,5500,green,green,bipedal-tailless,0,0,medium-slow,45,15,50,80,70,70,90,100,70,240,0,0,0,0,3,0,8
273,273,34,48,124,grass,,field,grass,50,400,brown,brown,head-legs,0,0,medium-slow,255,15,50,40,40,50,30,30,30,44,0,0,1,0,0,0,8
274,274,34,48,124,grass,dark,field,grass,100,2800,brown,brown,bipedal-tailless,0,0,medium-slow,120,15,50,70,70,40,60,40,60,119,0,2,0,0,0,0,8
275,275,34,48,124,grass,dark,field,grass,130,5960,brown,brown,bipedal-tailless,0,0,medium-slow,45,15,50,90,100,60,90,60,80,240,0,3,0,0,0,0,8
276,276,62,,113,normal,flying,flying,,30,229,blue,blue,wings-single,0,0,medium-slow,200,15,70,40,55,30,30,30,85,54,0,0,0,0,0,1,8
277,277,62,,113,normal,flying,flying,,70,1980,blue,blue,wings-single,0,0,medium-slow,45,15,70,60,85,60,75,50,125,159,0,0,0,0,0,2,8
278,278,51,93,44,water,flying,water-1,flying,60,950,white,white,wings-single,0,0,medium-fast,190,20,50,40,30,30,55,30,85,54,0,0,0,0,0,1,8
279,279,51,2,44,water,flying,water-1,flying,120,2800,yellow,yellow,wings-single,0,0,medium-fast,45,20,50,60,50,100,95,70,65,154,0,0,2,0,0,0,8
280,280,28,36,140,psychic,fairy,human-like,amorphous,40,660,white,white,bipedal-tailless,0,0,slow,235,20,35,28,25,25,45,35,40,40,0,0,0,1,0,0,8
281,281,28,36,140,psychic,fairy,human-like,amorphous,80,2020,white,white,bipedal-tailless,0,0,slow,120,20,35,38,35,35,65,55,50,97,0,0,0,2,0,0,8
282,282,28,36,140,psychic,fairy,human-like,amorphous,160,4840,white,white,bipedal-tailless,0,0,slow,45,20,35,68,65,65,125,115,80,259,0,0,0,3,0,0,8
283,283,33,,44,bug,water,water-1,bug,50,170,blue,blue,insectoid,0,0,medium-fast,200,15,70,40,30,32,50,52,65,54,0,0,0,0,0,1,8
284,284,22,,127,bug,flying,water-1,bug,80,360,blue,blue,wings-multiple,0,0,medium-fast,75,15,70,70,60,62,100,82,80,159,0,0,0,1,1,0,8
285,285,27,90,95,grass,,fairy,grass,40,450,brown,brown,head-legs,0,0,fluctuating,255,15,70,60,40,60,40,60,35,59,1,0,0,0,0,0,8
286,286,27,90,101,grass,fighting,fairy,grass,120,3920,green,green,bipedal-tailed,0,0,fluctuating,90,15,70,60,130,80,60,60,70,161,0,2,0,0,0,0,8
287,287,54,,,normal,,field,,80,2400,brown,brown,quadruped,0,0,slow,255,15,70,60,60,60,35,35,30,56,1,0,0,0,0,0,8
288,288,72,,,normal,,field,,140,4650,white,white,bipedal-tailed,0,0,slow,120,15,70,80,80,80,55,55,90,154,0,0,0,0,0,2,8
289,289,54,,,normal,,field,,200,13050,brown,brown,bipedal-tailless,0,0,slow,45,15,70,150,160,100,95,65,100,252,3,0,0,0,0,0,8
290,290,14,,50,bug,ground,bug,,50,550,gray,gray,insectoid,0,0,erratic,255,15,50,31,45,90,30,30,40,53,0,0,1,0,0,0,8
291,291,3,,151,bug,flying,bug,,80,1200,yellow,yellow,wings-multiple,0,0,erratic,120,15,50,61,90,45,50,50,160,160,0,0,0,0,0,2,8
292,292,25,,,bug,ghost,mineral,,80,120,brown,brown,head-base,0,0,erratic,45,15,50,1,90,45,30,30,40,83,2,0,0,0,0,0,8
293,293,43,,155,normal,,monster,field,60,1630,pink,pink,bipedal-tailed,0,0,medium-slow,190,20,50,64,51,23,51,23,28,48,1,0,0,0,0,0,8
294,294,43,,113,normal,,monster,field,100,4050,blue,blue,bipedal-tailed,0,0,medium-slow,120,20,50,84,71,43,71,43,48,126,2,0,0,0,0,0,8
295,295,43,,113,normal,,monster,field,150,8400,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,50,104,91,63,91,73,68,245,3,0,0,0,0,0,8
296,296,47,62,125,fighting,,human-like,,100,8640,yellow,yellow,bipedal-tailless,0,0,fluctuating,180,20,70,72,60,30,20,30,25,47,1,0,0,0,0,0,8
297,297,47,62,125,fighting,,human-like,,229,25380,brown,brown,bipedal-tailless,0,0,fluctuating,200,20,70,144,120,60,40,60,50,166,2,0,0,0,0,0,8
298,298,47,37,157,normal,fairy,undiscovered,,20,200,blue,blue,head-legs,0,0,fast,150,10,50,50,20,40,20,40,20,38,1,0,0,0,0,0,8
299,299,5,42,159,rock,,mineral,,100,9700,gray,gray,bipedal-tailless,0,0,medium-fast,255,20,70,30,45,135,45,90,30,75,0,0,1,0,0,0,8
300,300,56,96,147,normal,,field,fairy,60,1100,pink,pink,quadruped,0,0,fast,255,15,70,50,45,45,35,35,50,52,0,0,0,0,0,1,8
301,301,56,96,147,normal,,field,fairy,110,3260,purple,purple,quadruped,0,0,fast,60,15,70,70,65,65,55,55,90,140,1,0,0,0,0,1,8
302,302,51,100,158,dark,ghost,human-like,,50,1100,purple,purple,bipedal-tailless,0,0,medium-slow,45,25,35,50,75,75,65,65,50,133,0,1,1,0,0,0,8
303,303,52,22,125,steel,fairy,field,fairy,60,1150,black,black,bipedal-tailless,0,0,fast,45,20,50,50,85,85,55,55,50,133,0,1,1,0,0,0,8
304,304,5,69,134,steel,rock,monster,,40,6000,gray,gray,quadruped,0,0,slow,180,35,35,50,70,100,40,40,30,66,0,0,1,0,0,0,8
305,305,5,69,134,steel,rock,monster,,90,12000,gray,gray,quadruped,0,0,slow,90,35,35,60,90,140,50,50,40,151,0,0,2,0,0,0,8
306,306,5,69,134,steel,rock,monster,,210,36000,gray,gray,bipedal-tailed,0,0,slow,45,35,35,70,110,180,60,60,50,265,0,0,3,0,0,0,8
307,307,74,,140,fighting,psychic,human-like,,60,1120,blue,blue,bipedal-tailless,0,0,medium-fast,180,20,70,30,40,55,40,55,60,56,0,0,0,0,0,1,8
308,308,74,,140,fighting,psychic,human-like,,130,3150,red,red,bipedal-tailless,0,0,medium-fast,90,20,70,60,60,75,60,75,80,144,0,0,0,0,0,2,8
309,309,9,31,58,electric,,field,,60,1520,green,green,quadruped,0,0,slow,120,20,50,40,45,40,65,40,65,59,0,0,0,0,0,1,8
310,310,9,31,58,electric,,field,,150,4020,yellow,yellow,quadruped,0,0,slow,45,20,50,70,75,60,105,60,105,166,0,0,0,0,0,2,8
311,311,57,,31,electric,,fairy,,40,420,yellow,yellow,bipedal-tailed,0,0,medium-fast,200,20,70,60,50,40,85,75,95,142,0,0,0,0,0,1,8
312,312,58,,10,electric,,fairy,,40,420,yellow,yellow,bipedal-tailed,0,0,medium-fast,200,20,70,60,40,50,75,85,95,142,0,0,0,0,0,1,8
313,313,35,68,158,bug,,bug,human-like,70,1770,gray,gray,bipedal-tailed,100,0,erratic,150,15,70,65,73,75,47,85,85,151,0,0,0,0,0,1,8
314,314,12,110,158,bug,,bug,human-like,60,1770,purple,purple,bipedal-tailless,0,100,fluctuating,150,15,70,65,47,75,73,85,85,151,0,0,0,0,0,1,8
315,315,30,38,102,grass,poison,fairy,grass,30,200,green,green,bipedal-tailless,0,0,medium-slow,150,20,50,50,60,45,100,80,65,140,0,0,0,2,0,0,8
316,316,64,60,82,poison,,amorphous,,40,1030,green,green,head-arms,0,0,fluctuating,225,20,70,70,43,53,43,53,40,60,1,0,0,0,0,0,8
317,317,64,60,82,poison,,amorphous,,170,8000,purple,purple,head-arms,0,0,fluctuating,75,20,70,100,73,83,73,83,55,163,2,0,0,0,0,0,8
318,318,24,,3,water,dark,water-2,,80,2080,red,red,fins,0,0,slow,225,20,35,45,90,20,65,20,65,61,0,1,0,0,0,0,8
319,319,24,,3,water,dark,water-2,,180,8880,blue,blue,fins,0,0,slow,60,20,35,70,120,40,95,40,95,161,0,2,0,0,0,0,8
320,320,41,12,46,water,,field,water-2,200,13000,blue,blue,fins,0,0,fluctuating,125,40,50,130,70,35,70,35,60,80,1,0,0,0,0,0,8
321,321,41,12,46,water,,field,water-2,1450,39800,blue,blue,fins,0,0,fluctuating,60,40,50,170,90,45,90,45,60,175,2,0,0,0,0,0,8
322,322,12,86,20,fire,ground,field,,70,2400,yellow,yellow,quadruped,0,0,medium-fast,255,20,70,60,60,40,65,45,35,61,0,0,0,1,0,0,8
323,323,40,116,83,fire,ground,field,,190,22000,red,red,quadruped,0,0,medium-fast,150,20,70,70,100,70,105,75,40,161,0,1,0,1,0,0,8
324,324,73,70,75,fire,,field,,50,8040,brown,brown,quadruped,0,0,medium-fast,90,20,50,70,85,140,85,70,20,165,0,0,2,0,0,0,8
325,325,47,20,82,psychic,,field,,70,3060,black,black,head-arms,0,0,fast,255,20,70,60,25,35,70,80,60,66,0,0,0,0,1,0,8
326,326,47,20,82,psychic,,field,,90,7150,purple,purple,bipedal-tailed,0,0,fast,60,20,70,80,45,65,90,110,80,165,0,0,0,0,2,0,8
327,327,20,77,126,normal,,field,human-like,110,500,brown,brown,bipedal-tailed,0,0,fast,255,15,70,60,60,60,60,60,60,126,0,0,0,1,0,0,8
328,328,52,71,125,ground,,bug,dragon,70,1500,brown,brown,insectoid,0,0,medium-slow,255,20,50,45,100,45,45,45,10,58,0,1,0,0,0,0,8
329,329,26,,,ground,dragon,bug,dragon,110,1530,green,green,wings-multiple,0,0,medium-slow,120,20,50,50,70,50,50,50,70,119,0,1,0,0,0,1,8
330,330,26,,,ground,dragon,bug,dragon,200,8200,green,green,wings-single,0,0,medium-slow,45,20,50,80,100,80,80,80,100,260,0,1,0,0,0,2,8
331,331,8,,11,grass,,grass,human-like,40,5130,green,green,bipedal-tailless,0,0,medium-slow,190,20,35,50,85,40,85,40,35,67,0,0,0,1,0,0,8
332,332,8,,11,grass,dark,grass,human-like,130,7740,green,green,bipedal-tailless,0,0,medium-slow,60,20,35,70,115,60,115,60,55,166,0,1,0,1,0,0,8
333,333,30,,13,normal,flying,flying,dragon,40,120,blue,blue,wings-single,0,0,erratic,255,20,50,45,40,60,40,75,50,62,0,0,0,0,1,0,8
334,334,30,,13,dragon,flying,flying,dragon,110,2060,blue,blue,wings-single,0,0,erratic,45,20,50,75,70,90,70,105,80,172,0,0,0,0,2,0,8
335,335,17,,137,normal,,field,,130,4029,white,white,bipedal-tailed,0,0,erratic,90,20,70,73,115,60,60,60,90,160,0,2,0,0,0,0,8
336,336,61,,151,poison,,field,dragon,270,5250,black,black,serpentine,0,0,fluctuating,90,20,70,73,100,60,100,60,65,160,0,1,0,1,0,0,8
337,337,26,,,rock,psychic,mineral,,100,16800,yellow,yellow,head,0,0,fast,45,25,50,90,55,65,95,85,70,161,0,0,0,2,0,0,8
338,338,26,,,rock,psychic,mineral,,120,15400,red,red,head,0,0,fast,45,25,50,90,95,85,55,65,70,161,0,2,0,0,0,0,8
339,339,12,107,93,water,ground,water-2,,40,190,gray,gray,fins,0,0,medium-fast,190,20,50,50,48,43,46,41,60,58,1,0,0,0,0,0,8
340,340,12,107,93,water,ground,water-2,,90,2360,blue,blue,fins,0,0,medium-fast,75,20,50,110,78,73,76,71,60,164,2,0,0,0,0,0,8
341,341,52,75,91,water,,water-1,water-3,60,1150,red,red,insectoid,0,0,fluctuating,205,15,50,43,80,65,50,35,35,62,0,1,0,0,0,0,8
342,342,52,75,91,water,dark,water-1,water-3,110,3279,red,red,insectoid,0,0,fluctuating,155,15,50,63,120,85,90,55,55,164,0,2,0,0,0,0,8
343,343,26,,,ground,psychic,mineral,,50,2150,brown,brown,head-arms,0,0,medium-fast,255,20,50,40,40,55,40,70,55,60,0,0,0,0,1,0,8
344,344,26,,,ground,psychic,mineral,,150,10800,black,black,head-arms,0,0,medium-fast,90,20,50,60,70,105,70,120,75,175,0,0,0,0,2,0,8
