id,base_species_id,base_data_form_id,dex_num,form_slug,form_name,img_home,img_sprite,showdown_slug,veekun_slug,veekun_form_id,is_legendary,is_mythical,is_cosmetic,is_female,is_mega,is_primal,is_regional,is_totem,is_fusion,is_gmax,can_dynamax,is_home_storable,gen,name,slug,sorting_order
192,,,192,,,0101-0200/0192,sunflora,sunflora,sunflora,192,0,0,0,0,0,0,0,0,0,0,1,1,2,Sunflora,sunflora,0
193,,,193,,,0101-0200/0193,yanma,yanma,yanma,193,0,0,0,0,0,0,0,0,0,0,1,1,2,Yanma,yanma,0
194,,,194,,,0101-0200/0194,wooper,wooper,wooper,194,0,0,0,0,0,0,0,0,0,0,1,1,2,Wooper,wooper,0
195,,,195,,,0101-0200/0195,quagsire,quagsire,quagsire,195,0,0,0,0,0,0,0,0,0,0,1,1,2,Quagsire,quagsire,0
196,,,196,,,0101-0200/0196,espeon,espeon,espeon,196,0,0,0,0,0,0,0,0,0,0,1,1,2,Espeon,espeon,0
197,,,197,,,0101-0200/0197,umbreon,umbreon,umbreon,197,0,0,0,0,0,0,0,0,0,0,1,1,2,Umbreon,umbreon,0
198,,,198,,,0101-0200/0198,murkrow,murkrow,murkrow,198,0,0,0,0,0,0,0,0,0,0,1,1,2,Murkrow,murkrow,0
199,,,199,,,0101-0200/0199,slowking,slowking,slowking,199,0,0,0,0,0,0,0,0,0,0,1,1,2,Slowking,slowking,0
200,,,200,,,0101-0200/0200,misdreavus,misdreavus,misdreavus,200,0,0,0,0,0,0,0,0,0,0,1,1,2,Misdreavus,misdreavus,0
201,,,201,a,A,0201-0300/0201,unown,unown,unown-a,201,0,0,0,0,0,0,0,0,0,0,1,1,2,Unown,unown,0
202,,,202,,,0201-0300/0202,wobbuffet,wobbuffet,wobbuffet,202,0,0,0,0,0,0,0,0,0,0,1,1,2,Wobbuffet,wobbuffet,0
203,,,203,,,0201-0300/0203,girafarig,girafarig,girafarig,203,0,0,0,0,0,0,0,0,0,0,1,1,2,Girafarig,girafarig,0
204,,,204,,,0201-0300/0204,pineco,pineco,pineco,204,0,0,0,0,0,0,0,0,0,0,1,1,2,Pineco,pineco,0
205,,,205,,,0201-0300/0205,forretress,forretress,forretress,205,0,0,0,0,0,0,0,0,0,0,1,1,2,Forretress,forretress,0
206,,,206,,,0201-0300/0206,dunsparce,dunsparce,dunsparce,206,0,0,0,0,0,0,0,0,0,0,1,1,2,Dunsparce,dunsparce,0
207,,,207,,,0201-0300/0207,gligar,gligar,gligar,207,0,0,0,0,0,0,0,0,0,0,1,1,2,Gligar,gligar,0
208,,,208,,,0201-0300/0208,steelix,steelix,steelix,208,0,0,0,0,0,0,0,0,0,0,1,1,2,Steelix,steelix,0
209,,,209,,,0201-0300/0209,snubbull,snubbull,snubbull,209,0,0,0,0,0,0,0,0,0,0,1,1,2,Snubbull,snubbull,0
210,,,210,,,0201-0300/0210,granbull,granbull,granbull,210,0,0,0,0,0,0,0,0,0,0,1,1,2,Granbull,granbull,0
211,,,211,,,0201-0300/0211,qwilfish,qwilfish,qwilfish,211,0,0,0,0,0,0,0,0,0,0,1,1,2,Qwilfish,qwilfish,0
212,,,212,,,0201-0300/0212,scizor,scizor,scizor,212,0,0,0,0,0,0,0,0,0,0,1,1,2,Scizor,scizor,0
213,,,213,,,0201-0300/0213,shuckle,shuckle,shuckle,213,0,0,0,0,0,0,0,0,0,0,1,1,2,Shuckle,shuckle,0
214,,,214,,,0201-0300/0214,heracross,heracross,heracross,214,0,0,0,0,0,0,0,0,0,0,1,1,2,Heracross,heracross,0
215,,,215,,,0201-0300/0215,sneasel,sneasel,sneasel,215,0,0,0,0,0,0,0,0,0,0,1,1,2,Sneasel,sneasel,0
216,,,216,,,0201-0300/0216,teddiursa,teddiursa,teddiursa,216,0,0,0,0,0,0,0,0,0,0,1,1,2,Teddiursa,teddiursa,0
217,,,217,,,0201-0300/0217,ursaring,ursaring,ursaring,217,0,0,0,0,0,0,0,0,0,0,1,1,2,Ursaring,ursaring,0
218,,,218,,,0201-0300/0218,slugma,slugma,slugma,218,0,0,0,0,0,0,0,0,0,0,1,1,2,Slugma,slugma,0
219,,,219,,,0201-0300/0219,magcargo,magcargo,magcargo,219,0,0,0,0,0,0,0,0,0,0,1,1,2,Magcargo,magcargo,0
220,,,220,,,0201-0300/0220,swinub,swinub,swinub,220,0,0,0,0,0,0,0,0,0,0,1,1,2,Swinub,swinub,0
221,,,221,,,0201-0300/0221,piloswine,piloswine,piloswine,221,0,0,0,0,0,0,0,0,0,0,1,1,2,Piloswine,piloswine,0
222,,,222,,,0201-0300/0222,corsola,corsola,corsola,222,0,0,0,0,0,0,0,0,0,0,1,1,2,Corsola,corsola,0
223,,,223,,,0201-0300/0223,remoraid,remoraid,remoraid,223,0,0,0,0,0,0,0,0,0,0,1,1,2,Remoraid,remoraid,0
224,,,224,,,0201-0300/0224,octillery,octillery,octillery,224,0,0,0,0,0,0,0,0,0,0,1,1,2,Octillery,octillery,0
225,,,225,,,0201-0300/0225,delibird,delibird,delibird,225,0,0,0,0,0,0,0,0,0,0,1,1,2,Delibird,delibird,0
226,,,226,,,0201-0300/0226,mantine,mantine,mantine,226,0,0,0,0,0,0,0,0,0,0,1,1,2,Mantine,mantine,0
227,,,227,,,0201-0300/0227,skarmory,skarmory,skarmory,227,0,0,0,0,0,0,0,0,0,0,1,1,2,Skarmory,skarmory,0
228,,,228,,,0201-0300/0228,houndour,houndour,houndour,228,0,0,0,0,0,0,0,0,0,0,1,1,2,Houndour,houndour,0
229,,,229,,,0201-0300/0229,houndoom,houndoom,houndoom,229,0,0,0,0,0,0,0,0,0,0,1,1,2,Houndoom,houndoom,0
230,,,230,,,0201-0300/0230,kingdra,kingdra,kingdra,230,0,0,0,0,0,0,0,0,0,0,1,1,2,Kingdra,kingdra,0
231,,,231,,,0201-0300/0231,phanpy,phanpy,phanpy,231,0,0,0,0,0,0,0,0,0,0,1,1,2,Phanpy,phanpy,0
232,,,232,,,0201-0300/0232,donphan,donphan,donphan,232,0,0,0,0,0,0,0,0,0,0,1,1,2,Donphan,donphan,0
233,,,233,,,0201-0300/0233,porygon2,porygon2,porygon2,233,0,0,0,0,0,0,0,0,0,0,1,1,2,Porygon2,porygon2,0
234,,,234,,,0201-0300/0234,stantler,stantler,stantler,234,0,0,0,0,0,0,0,0,0,0,1,1,2,Stantler,stantler,0
235,,,235,,,0201-0300/0235,smeargle,smeargle,smeargle,235,0,0,0,0,0,0,0,0,0,0,1,1,2,Smeargle,smeargle,0
236,,,236,,,0201-0300/0236,tyrogue,tyrogue,tyrogue,236,0,0,0,0,0,0,0,0,0,0,1,1,2,Tyrogue,tyrogue,0
237,,,237,,,0201-0300/0237,hitmontop,hitmontop,hitmontop,237,0,0,0,0,0,0,0,0,0,0,1,1,2,Hitmontop,hitmontop,0
238,,,238,,,0201-0300/0238,smoochum,smoochum,smoochum,238,0,0,0,0,0,0,0,0,0,0,1,1,2,Smoochum,smoochum,0
239,,,239,,,0201-0300/0239,elekid,elekid,elekid,239,0,0,0,0,0,0,0,0,0,0,1,1,2,Elekid,elekid,0
240,,,240,,,0201-0300/0240,magby,magby,magby,240,0,0,0,0,0,0,0,0,0,0,1,1,2,Magby,magby,0
241,,,241,,,0201-0300/0241,miltank,miltank,miltank,241,0,0,0,0,0,0,0,0,0,0,1,1,2,Miltank,miltank,0
242,,,242,,,0201-0300/0242,blissey,blissey,blissey,242,0,0,0,0,0,0,0,0,0,0,1,1,2,Blissey,blissey,0
243,,,243,,,0201-0300/0243,raikou,raikou,raikou,243,1,0,0,0,0,0,0,0,0,0,1,1,2,Raikou,raikou,0
244,,,244,,,0201-0300/0244,entei,entei,entei,244,1,0,0,0,0,0,0,0,0,0,1,1,2,Entei,entei,0
245,,,245,,,0201-0300/0245,suicune,suicune,suicune,245,1,0,0,0,0,0,0,0,0,0,1,1,2,Suicune,suicune,0
246,,,246,,,0201-0300/0246,larvitar,larvitar,larvitar,246,0,0,0,0,0,0,0,0,0,0,1,1,2,Larvitar,larvitar,0
247,,,247,,,0201-0300/0247,pupitar,pupitar,pupitar,247,0,0,0,0,0,0,0,0,0,0,1,1,2,Pupitar,pupitar,0
248,,,248,,,0201-0300/0248,tyranitar,tyranitar,tyranitar,248,0,0,0,0,0,0,0,0,0,0,1,1,2,Tyranitar,tyranitar,0
249,,,249,,,0201-0300/0249,lugia,lugia,lugia,249,1,0,0,0,0,0,0,0,0,0,1,1,2,Lugia,lugia,0
250,,,250,,,0201-0300/0250,ho-oh,hooh,ho-oh,250,1,0,0,0,0,0,0,0,0,0,1,1,2,Ho-Oh,ho-oh,0
251,,,251,,,0201-0300/0251,celebi,celebi,celebi,251,0,1,0,0,0,0,0,0,0,0,1,1,2,Celebi,celebi,0
252,,,252,,,0201-0300/0252,treecko,treecko,treecko,252,0,0,0,0,0,0,0,0,0,0,1,1,3,Treecko,treecko,0
253,,,253,,,0201-0300/0253,grovyle,grovyle,grovyle,253,0,0,0,0,0,0,0,0,0,0,1,1,3,Grovyle,grovyle,0
254,,,254,,,0201-0300/0254,sceptile,sceptile,sceptile,254,0,0,0,0,0,0,0,0,0,0,1,1,3,Sceptile,sceptile,0
255,,,255,,,0201-0300/0255,torchic,torchic,torchic,255,0,0,0,0,0,0,0,0,0,0,1,1,3,Torchic,torchic,0
256,,,256,,,0201-0300/0256,combusken,combusken,combusken,256,0,0,0,0,0,0,0,0,0,0,1,1,3,Combusken,combusken,0
257,,,257,,,0201-0300/0257,blaziken,blaziken,blaziken,257,0,0,0,0,0,0,0,0,0,0,1,1,3,Blaziken,blaziken,0
258,,,258,,,0201-0300/0258,mudkip,mudkip,mudkip,258,0,0,0,0,0,0,0,0,0,0,1,1,3,Mudkip,mudkip,0
259,,,259,,,0201-0300/0259,marshtomp,marshtomp,marshtomp,259,0,0,0,0,0,0,0,0,0,0,1,1,3,Marshtomp,marshtomp,0
260,,,260,,,0201-0300/0260,swampert,swampert,swampert,260,0,0,0,0,0,0,0,0,0,0,1,1,3,Swampert,swampert,0
261,,,261,,,0201-0300/0261,poochyena,poochyena,poochyena,261,0,0,0,0,0,0,0,0,0,0,1,1,3,Poochyena,poochyena,0
262,,,262,,,0201-0300/0262,mightyena,mightyena,mightyena,262,0,0,0,0,0,0,0,0,0,0,1,1,3,Mightyena,mightyena,0
263,,,263,,,0201-0300/0263,zigzagoon,zigzagoon,zigzagoon,263,0,0,0,0,0,0,0,0,0,0,1,1,3,Zigzagoon,zigzagoon,0
264,,,264,,,0201-0300/0264,linoone,linoone,linoone,264,0,0,0,0,0,0,0,0,0,0,1,1,3,Linoone,linoone,0
265,,,265,,,0201-0300/0265,wurmple,wurmple,wurmple,265,0,0,0,0,0,0,0,0,0,0,1,1,3,Wurmple,wurmple,0
266,,,266,,,0201-0300/0266,silcoon,silcoon,silcoon,266,0,0,0,0,0,0,0,0,0,0,1,1,3,Silcoon,silcoon,0
267,,,267,,,0201-0300/0267,beautifly,beautifly,beautifly,267,0,0,0,0,0,0,0,0,0,0,1,1,3,Beautifly,beautifly,0
268,,,268,,,0201-0300/0268,cascoon,cascoon,cascoon,268,0,0,0,0,0,0,0,0,0,0,1,1,3,Cascoon,cascoon,0
269,,,269,,,0201-0300/0269,dustox,dustox,dustox,269,0,0,0,0,0,0,0,0,0,0,1,1,3,Dustox,dustox,0
270,,,270,,,0201-0300/0270,lotad,lotad,lotad,270,0,0,0,0,0,0,0,0,0,0,1,1,3,Lotad,lotad,0
271,,,271,,,0201-0300/0271,lombre,lombre,lombre,271,0,0,0,0,0,0,0,0,0,0,1,1,3,Lombre,lombre,0
272,,,272,,,0201-0300/0272,ludicolo,ludicolo,ludicolo,272,0,0,0,0,0,0,0,0,0,0,1,1,3,Ludicolo,ludicolo,0
273,,,273,,,0201-0300/0273,seedot,seedot,seedot,273,0,0,0,0,0,0,0,0,0,0,1,1,3,Seedot,seedot,0
274,,,274,,,0201-0300/0274,nuzleaf,nuzleaf,nuzleaf,274,0,0,0,0,0,0,0,0,0,0,1,1,3,Nuzleaf,nuzleaf,0
275,,,275,,,0201-0300/0275,shiftry,shiftry,shiftry,275,0,0,0,0,0,0,0,0,0,0,1,1,3,Shiftry,shiftry,0
276,,,276,,,0201-0300/0276,taillow,taillow,taillow,276,0,0,0,0,0,0,0,0,0,0,1,1,3,Taillow,taillow,0
277,,,277,,,0201-0300/0277,swellow,swellow,swellow,277,0,0,0,0,0,0,0,0,0,0,1,1,3,Swellow,swellow,0
278,,,278,,,0201-0300/0278,wingull,wingull,wingull,278,0,0,0,0,0,0,0,0,0,0,1,1,3,Wingull,wingull,0
279,,,279,,,0201-0300/0279,pelipper,pelipper,pelipper,279,0,0,0,0,0,0,0,0,0,0,1,1,3,Pelipper,pelipper,0
280,,,280,,,0201-0300/0280,ralts,ralts,ralts,280,0,0,0,0,0,0,0,0,0,0,1,1,3,Ralts,ralts,0
281,,,281,,,0201-0300/0281,kirlia,kirlia,kirlia,281,0,0,0,0,0,0,0,0,0,0,1,1,3,Kirlia,kirlia,0
282,,,282,,,0201-0300/0282,gardevoir,gardevoir,gardevoir,282,0,0,0,0,0,0,0,0,0,0,1,1,3,Gardevoir,gardevoir,0
283,,,283,,,0201-0300/0283,surskit,surskit,surskit,283,0,0,0,0,0,0,0,0,0,0,1,1,3,Surskit,surskit,0
284,,,284,,,0201-0300/0284,masquerain,masquerain,masquerain,284,0,0,0,0,0,0,0,0,0,0,1,1,3,Masquerain,masquerain,0
285,,,285,,,0201-0300/0285,shroomish,shroomish,shroomish,285,0,0,0,0,0,0,0,0,0,0,1,1,3,Shroomish,shroomish,0
286,,,286,,,0201-0300/0286,breloom,breloom,breloom,286,0,0,0,0,0,0,0,0,0,0,1,1,3,Breloom,breloom,0
287,,,287,,,0201-0300/0287,slakoth,slakoth,slakoth,287,0,0,0,0,0,0,0,0,0,0,1,1,3,Slakoth,slakoth,0
288,,,288,,,0201-0300/0288,vigoroth,vigoroth,vigoroth,288,0,0,0,0,0,0,0,0,0,0,1,1,3,Vigoroth,vigoroth,0
289,,,289,,,0201-0300/0289,slaking,slaking,slaking,289,0,0,0,0,0,0,0,0,0,0,1,1,3,Slaking,slaking,0
290,,,290,,,0201-0300/0290,nincada,nincada,nincada,290,0,0,0,0,0,0,0,0,0,0,1,1,3,Nincada,nincada,0
291,,,291,,,0201-0300/0291,ninjask,ninjask,ninjask,291,0,0,0,0,0,0,0,0,0,0,1,1,3,Ninjask,ninjask,0
292,,,292,,,0201-0300/0292,shedinja,shedinja,shedinja,292,0,0,0,0,0,0,0,0,0,0,1,1,3,Shedinja,shedinja,0
293,,,293,,,0201-0300/0293,whismur,whismur,whismur,293,0,0,0,0,0,0,0,0,0,0,1,1,3,Whismur,whismur,0
294,,,294,,,0201-0300/0294,loudred,loudred,loudred,294,0,0,0,0,0,0,0,0,0,0,1,1,3,Loudred,loudred,0
295,,,295,,,0201-0300/0295,exploud,exploud,exploud,295,0,0,0,0,0,0,0,0,0,0,1,1,3,Exploud,exploud,0
296,,,296,,,0201-0300/0296,makuhita,makuhita,makuhita,296,0,0,0,0,0,0,0,0,0,0,1,1,3,Makuhita,makuhita,0
297,,,297,,,0201-0300/0297,hariyama,hariyama,hariyama,297,0,0,0,0,0,0,0,0,0,0,1,1,3,Hariyama,hariyama,0
298,,,298,,,0201-0300/0298,azurill,azurill,azurill,298,0,0,0,0,0,0,0,0,0,0,1,1,3,Azurill,azurill,0
299,,,299,,,0201-0300/0299,nosepass,nosepass,nosepass,299,0,0,0,0,0,0,0,0,0,0,1,1,3,Nosepass,nosepass,0
300,,,300,,,0201-0300/0300,skitty,skitty,skitty,300,0,0,0,0,0,0,0,0,0,0,1,1,3,Skitty,skitty,0
301,,,301,,,0301-0400/0301,delcatty,delcatty,delcatty,301,0,0,0,0,0,0,0,0,0,0,1,1,3,Delcatty,delcatty,0
302,,,302,,,0301-0400/0302,sableye,sableye,sableye,302,0,0,0,0,0,0,0,0,0,0,1,1,3,Sableye,sableye,0
303,,,303,,,0301-0400/0303,mawile,mawile,mawile,303,0,0,0,0,0,0,0,0,0,0,1,1,3,Mawile,mawile,0
304,,,304,,,0301-0400/0304,aron,aron,aron,304,0,0,0,0,0,0,0,0,0,0,1,1,3,Aron,aron,0
305,,,305,,,0301-0400/0305,lairon,lairon,lairon,305,0,0,0,0,0,0,0,0,0,0,1,1,3,Lairon,lairon,0
306,,,306,,,0301-0400/0306,aggron,aggron,aggron,306,0,0,0,0,0,0,0,0,0,0,1,1,3,Aggron,aggron,0
307,,,307,,,0301-0400/0307,meditite,meditite,meditite,307,0,0,0,0,0,0,0,0,0,0,1,1,3,Meditite,meditite,0
308,,,308,,,0301-0400/0308,medicham,medicham,medicham,308,0,0,0,0,0,0,0,0,0,0,1,1,3,Medicham,medicham,0
309,,,309,,,0301-0400/0309,electrike,electrike,electrike,309,0,0,0,0,0,0,0,0,0,0,1,1,3,Electrike,electrike,0
310,,,310,,,0301-0400/0310,manectric,manectric,manectric,310,0,0,0,0,0,0,0,0,0,0,1,1,3,Manectric,manectric,0
311,,,311,,,0301-0400/0311,plusle,plusle,plusle,311,0,0,0,0,0,0,0,0,0,0,1,1,3,Plusle,plusle,0
312,,,312,,,0301-0400/0312,minun,minun,minun,312,0,0,0,0,0,0,0,0,0,0,1,1,3,Minun,minun,0
313,,,313,,,0301-0400/0313,volbeat,volbeat,volbeat,313,0,0,0,0,0,0,0,0,0,0,1,1,3,Volbeat,volbeat,0
314,,,314,,,0301-0400/0314,illumise,illumise,illumise,314,0,0,0,0,0,0,0,0,0,0,1,1,3,Illumise,illumise,0
315,,,315,,,0301-0400/0315,roselia,roselia,roselia,315,0,0,0,0,0,0,0,0,0,0,1,1,3,Roselia,roselia,0
316,,,316,,,0301-0400/0316,gulpin,gulpin,gulpin,316,0,0,0,0,0,0,0,0,0,0,1,1,3,Gulpin,gulpin,0
317,,,317,,,0301-0400/0317,swalot,swalot,swalot,317,0,0,0,0,0,0,0,0,0,0,1,1,3,Swalot,swalot,0
318,,,318,,,0301-0400/0318,carvanha,carvanha,carvanha,318,0,0,0,0,0,0,0,0,0,0,1,1,3,Carvanha,carvanha,0
319,,,319,,,0301-0400/0319,sharpedo,sharpedo,sharpedo,319,0,0,0,0,0,0,0,0,0,0,1,1,3,Sharpedo,sharpedo,0
320,,,320,,,0301-0400/0320,wailmer,wailmer,wailmer,320,0,0,0,0,0,0,0,0,0,0,1,1,3,Wailmer,wailmer,0
321,,,321,,,0301-0400/0321,wailord,wailord,wailord,321,0,0,0,0,0,0,0,0,0,0,1,1,3,Wailord,wailord,0
322,,,322,,,0301-0400/0322,numel,numel,numel,322,0,0,0,0,0,0,0,0,0,0,1,1,3,Numel,numel,0
323,,,323,,,0301-0400/0323,camerupt,camerupt,camerupt,323,0,0,0,0,0,0,0,0,0,0,1,1,3,Camerupt,camerupt,0
324,,,324,,,0301-0400/0324,torkoal,torkoal,torkoal,324,0,0,0,0,0,0,0,0,0,0,1,1,3,Torkoal,torkoal,0
325,,,325,,,0301-0400/0325,spoink,spoink,spoink,325,0,0,0,0,0,0,0,0,0,0,1,1,3,Spoink,spoink,0
326,,,326,,,0301-0400/0326,grumpig,grumpig,grumpig,326,0,0,0,0,0,0,0,0,0,0,1,1,3,Grumpig,grumpig,0
327,,,327,,,0301-0400/0327,spinda,spinda,spinda,327,0,0,0,0,0,0,0,0,0,0,1,1,3,Spinda,spinda,0
328,,,328,,,0301-0400/0328,trapinch,trapinch,trapinch,328,0,0,0,0,0,0,0,0,0,0,1,1,3,Trapinch,trapinch,0
329,,,329,,,0301-0400/0329,vibrava,vibrava,vibrava,329,0,0,0,0,0,0,0,0,0,0,1,1,3,Vibrava,vibrava,0
330,,,330,,,0301-0400/0330,flygon,flygon,flygon,330,0,0,0,0,0,0,0,0,0,0,1,1,3,Flygon,flygon,0
331,,,331,,,0301-0400/0331,cacnea,cacnea,cacnea,331,0,0,0,0,0,0,0,0,0,0,1,1,3,Cacnea,cacnea,0
332,,,332,,,0301-0400/0332,cacturne,cacturne,cacturne,332,0,0,0,0,0,0,0,0,0,0,1,1,3,Cacturne,cacturne,0
333,,,333,,,0301-0400/0333,swablu,swablu,swablu,333,0,0,0,0,0,0,0,0,0,0,1,1,3,Swablu,swablu,0
334,,,334,,,0301-0400/0334,altaria,altaria,altaria,334,0,0,0,0,0,0,0,0,0,0,1,1,3,Altaria,altaria,0
335,,,335,,,0301-0400/0335,zangoose,zangoose,zangoose,335,0,0,0,0,0,0,0,0,0,0,1,1,3,Zangoose,zangoose,0
336,,,336,,,0301-0400/0336,seviper,seviper,seviper,336,0,0,0,0,0,0,0,0,0,0,1,1,3,Seviper,seviper,0
337,,,337,,,0301-0400/0337,lunatone,lunatone,lunatone,337,0,0,0,0,0,0,0,0,0,0,1,1,3,Lunatone,lunatone,0
338,,,338,,,0301-0400/0338,solrock,solrock,solrock,338,0,0,0,0,0,0,0,0,0,0,1,1,3,Solrock,solrock,0
339,,,339,,,0301-0400/0339,barboach,barboach,barboach,339,0,0,0,0,0,0,0,0,0,0,1,1,3,Barboach,barboach,0
340,,,340,,,0301-0400/0340,whiscash,whiscash,whiscash,340,0,0,0,0,0,0,0,0,0,0,1,1,3,Whiscash,whiscash,0
341,,,341,,,0301-0400/0341,corphish,corphish,corphish,341,0,0,0,0,0,0,0,0,0,0,1,1,3,Corphish,corphish,0
342,,,342,,,0301-0400/0342,crawdaunt,crawdaunt,crawdaunt,342,0,0,0,0,0,0,0,0,0,0,1,1,3,Crawdaunt,crawdaunt,0
343,,,343,,,0301-0400/0343,baltoy,baltoy,baltoy,343,0,0,0,0,0,0,0,0,0,0,1,1,3,Baltoy,baltoy,0
344,,,344,,,0301-0400/0344,claydol,claydol,claydol,344,0,0,0,0,0,0,0,0,0,0,1,1,3,Claydol,claydol,0
345,,,345,,,0301-0400/0345,lileep,lileep,lileep,345,0,0,0,0,0,0,0,0,0,0,1,1,3,Lileep,lileep,0
346,,,346,,,0301-0400/0346,cradily,cradily,cradily,346,0,0,0,0,0,0,0,0,0,0,1,1,3,Cradily,cradily,0
347,,,347,,,0301-0400/0347,anorith,anorith,anorith,347,0,0,0,0,0,0,0,0,0,0,1,1,3,Anorith,anorith,0
348,,,348,,,0301-0400/0348,armaldo,armaldo,armaldo,348,0,0,0,0,0,0,0,0,0,0,1,1,3,Armaldo,armaldo,0
349,,,349,,,0301-0400/0349,feebas,feebas,feebas,349,0,0,0,0,0,0,0,0,0,0,1,1,3,Feebas,feebas,0
350,,,350,,,0301-0400/0350,milotic,milotic,milotic,350,0,0,0,0,0,0,0,0,0,0,1,1,3,Milotic,milotic,0
351,,,351,,,0301-0400/0351,castform,castform,castform,351,0,0,0,0,0,0,0,0,0,0,1,1,3,Castform,castform,0
352,,,352,,,0301-0400/0352,kecleon,kecleon,kecleon,352,0,0,0,0,0,0,0,0,0,0,1,1,3,Kecleon,kecleon,0
353,,,353,,,0301-0400/0353,shuppet,shuppet,shuppet,353,0,0,0,0,0,0,0,0,0,0,1,1,3,Shuppet,shuppet,0
354,,,354,,,0301-0400/0354,banette,banette,banette,354,0,0,0,0,0,0,0,0,0,0,1,1,3,Banette,banette,0
355,,,355,,,0301-0400/0355,duskull,duskull,duskull,355,0,0,0,0,0,0,0,0,0,0,1,1,3,Duskull,duskull,0
356,,,356,,,0301-0400/0356,dusclops,dusclops,dusclops,356,0,0,0,0,0,0,0,0,0,0,1,1,3,Dusclops,dusclops,0
357,,,357,,,0301-0400/0357,tropius,tropius,tropius,357,0,0,0,0,0,0,0,0,0,0,1,1,3,Tropius,tropius,0
358,,,358,,,0301-0400/0358,chimecho,chimecho,chimecho,358,0,0,0,0,0,0,0,0,0,0,1,1,3,Chimecho,chimecho,0
359,,,359,,,0301-0400/0359,absol,absol,absol,359,0,0,0,0,0,0,0,0,0,0,1,1,3,Absol,absol,0
360,,,360,,,0301-0400/0360,wynaut,wynaut,wynaut,360,0,0,0,0,0,0,0,0,0,0,1,1,3,Wynaut,wynaut,0
361,,,361,,,0301-0400/0361,snorunt,snorunt,snorunt,361,0,0,0,0,0,0,0,0,0,0,1,1,3,Snorunt,snorunt,0
362,,,362,,,0301-0400/0362,glalie,glalie,glalie,362,0,0,0,0,0,0,0,0,0,0,1,1,3,Glalie,glalie,0
363,,,363,,,0301-0400/0363,spheal,spheal,spheal,363,0,0,0,0,0,0,0,0,0,0,1,1,3,Spheal,spheal,0
364,,,364,,,0301-0400/0364,sealeo,sealeo,sealeo,364,0,0,0,0,0,0,0,0,0,0,1,1,3,Sealeo,sealeo,0
365,,,365,,,0301-0400/0365,walrein,walrein,walrein,365,0,0,0,0,0,0,0,0,0,0,1,1,3,Walrein,walrein,0
366,,,366,,,0301-0400/0366,clamperl,clamperl,clamperl,366,0,0,0,0,0,0,0,0,0,0,1,1,3,Clamperl,clamperl,0
367,,,367,,,0301-0400/0367,huntail,huntail,huntail,367,0,0,0,0,0,0,0,0,0,0,1,1,3,Huntail,huntail,0
368,,,368,,,0301-0400/0368,gorebyss,gorebyss,gorebyss,368,0,0,0,0,0,0,0,0,0,0,1,1,3,Gorebyss,gorebyss,0
369,,,369,,,0301-0400/0369,relicanth,relicanth,relicanth,369,0,0,0,0,0,0,0,0,0,0,1,1,3,Relicanth,relicanth,0
370,,,370,,,0301-0400/0370,luvdisc,luvdisc,luvdisc,370,0,0,0,0,0,0,0,0,0,0,1,1,3,Luvdisc,luvdisc,0
371,,,371,,,0301-0400/0371,bagon,bagon,bagon,371,0,0,0,0,0,0,0,0,0,0,1,1,3,Bagon,bagon,0
372,,,372,,,0301-0400/0372,shelgon,shelgon,shelgon,372,0,0,0,0,0,0,0,0,0,0,1,1,3,Shelgon,shelgon,0
373,,,373,,,0301-0400/0373,salamence,salamence,salamence,373,0,0,0,0,0,0,0,0,0,0,1,1,3,Salamence,salamence,0
374,,,374,,,0301-0400/0374,beldum,beldum,beldum,374,0,0,0,0,0,0,0,0,0,0,1,1,3,Beldum,beldum,0
375,,,375,,,0301-0400/0375,metang,metang,metang,375,0,0,0,0,0,0,0,0,0,0,1,1,3,Metang,metang,0
376,,,376,,,0301-0400/0376,metagross,metagross,metagross,376,0,0,0,0,0,0,0,0,0,0,1,1,3,Metagross,metagross,0
377,,,377,,,0301-0400/0377,regirock,regirock,regirock,377,1,0,0,0,0,0,0,0,0,0,1,1,3,Regirock,regirock,0
378,,,378,,,0301-0400/0378,regice,regice,regice,378,1,0,0,0,0,0,0,0,0,0,1,1,3,Regice,regice,0
379,,,379,,,0301-0400/0379,registeel,registeel,registeel,379,1,0,0,0,0,0,0,0,0,0,1,1,3,Registeel,registeel,0
380,,,380,,,0301-0400/0380,latias,latias,latias,380,1,0,0,0,0,0,0,0,0,0,1,1,3,Latias,latias,0
381,,,381,,,0301-0400/0381,latios,latios,latios,381,1,0,0,0,0,0,0,0,0,0,1,1,3,Latios,latios,0
382,,,382,,,0301-0400/0382,kyogre,kyogre,kyogre,382,1,0,0,0,0,0,0,0,0,0,1,1,3,Kyogre,kyogre,0
383,,,383,,,0301-0400/0383,groudon,groudon,groudon,383,1,0,0,0,0,0,0,0,0,0,1,1,3,Groudon,groudon,0
384,,,384,,,0301-0400/0384,rayquaza,rayquaza,rayquaza,384,1,0,0,0,0,0,0,0,0,0,1,1,3,Rayquaza,rayquaza,0
385,,,385,,,0301-0400/0385,jirachi,jirachi,jirachi,385,0,1,0,0,0,0,0,0,0,0,1,1,3,Jirachi,jirachi,0
386,,,386,normal,Normal,0301-0400/0386,deoxys,deoxys,deoxys-normal,386,0,1,0,0,0,0,0,0,0,0,1,1,3,Deoxys,deoxys,0
